Wall time,Step,Value
1650759636.495349,64,0.6791639924049377
1650759650.4999776,128,0.6361647248268127
1650759664.3962631,192,0.494640588760376
1650759678.5686703,256,0.28221285343170166
1650759691.8658996,320,0.2092844843864441
1650759706.965827,384,0.22201335430145264
1650759721.6284168,448,0.21510323882102966
1650759734.6325917,512,0.19299572706222534
1650759750.044021,576,0.16416196525096893
1650759763.482278,640,0.1615438163280487
1650759775.7489378,704,0.14355602860450745
1650759790.827733,768,0.13364046812057495
1650759802.049249,832,0.1389925628900528
1650759815.8662877,896,0.12373784184455872
1650759830.220803,960,0.10252800583839417
1650759841.6174855,1024,0.08748321980237961
1650759856.0280406,1088,0.10717520117759705
1650759869.2878098,1152,0.08085848391056061
1650759882.7196867,1216,0.08887805789709091
1650759895.7328198,1280,0.07243981212377548
1650759909.5879703,1344,0.06872828304767609
1650759921.9988468,1408,0.0750490128993988
1650759936.5919363,1472,0.07504522800445557
1650759950.275329,1536,0.07637536525726318
1650759963.9238617,1600,0.08030377328395844
1650759974.1771867,1631,0.07996377348899841
1650760029.3038228,1663,0.08022849261760712
1650760042.9323218,1727,0.07636631280183792
1650760057.1720645,1791,0.083003930747509
1650760069.4747844,1855,0.06133995205163956
1650760082.9874036,1919,0.06752649694681168
1650760096.062071,1983,0.06430548429489136
1650760112.520945,2047,0.05512026697397232
1650760125.1544845,2111,0.06082570180296898
1650760138.674833,2175,0.06612659245729446
1650760149.4845161,2239,0.06629052013158798
1650760164.0108228,2303,0.05347536876797676
1650760177.3759227,2367,0.0577375628054142
1650760190.0528827,2431,0.054614994674921036
1650760204.4919548,2495,0.051633238792419434
1650760215.648118,2559,0.05452434718608856
1650760231.3069618,2623,0.05385567992925644
1650760244.5690029,2687,0.055567722767591476
1650760256.207298,2751,0.05327160656452179
1650760269.4879754,2815,0.051628343760967255
1650760284.4058106,2879,0.051640450954437256
1650760295.6839876,2943,0.05062209814786911
1650760308.277478,3007,0.04445139318704605
1650760319.2051303,3071,0.054107218980789185
1650760333.0334983,3135,0.05131024494767189
1650760345.1983087,3199,0.046318523585796356
1650760356.7893958,3262,0.04943413659930229
1650760414.4058037,3326,0.047847043722867966
1650760426.416946,3390,0.044693052768707275
1650760440.020992,3454,0.053000640124082565
1650760454.4918163,3518,0.04626741632819176
1650760466.8012986,3582,0.0510430634021759
1650760478.746067,3646,0.051418453454971313
1650760490.461881,3710,0.04780638962984085
1650760504.7277474,3774,0.04621579498052597
1650760518.9444525,3838,0.04741635546088219
1650760533.0801504,3902,0.044686537235975266
1650760545.6562548,3966,0.05012348294258118
1650760557.401273,4030,0.044788435101509094
1650760570.288803,4094,0.04475945234298706
1650760585.4675689,4158,0.04467995464801788
1650760598.0173786,4222,0.043797239661216736
1650760611.430887,4286,0.043979793787002563
1650760623.9774601,4350,0.03949279338121414
1650760637.0046637,4414,0.038749441504478455
1650760651.436783,4478,0.045844726264476776
1650760663.9480145,4542,0.04754403606057167
