,ImagesCount,ModelName,IsPretrained,Purpose,TrialNumber,"DiceAccuracy(threshold=0.5,smoothing=1)",DiceLoss(smoothing=1)
17048,15607,DenseNet,non-pretrained,train,01,0.9459549970924855,0.3182271122932434
17049,15671,DenseNet,non-pretrained,train,01,0.9436855614185334,0.3201175332069397
17050,15735,DenseNet,non-pretrained,train,01,0.9465300142765046,0.3177050650119781
17051,15799,DenseNet,non-pretrained,train,01,0.9463641159236432,0.3176803886890411
17052,15863,DenseNet,non-pretrained,train,01,0.945555366575718,0.3179093897342682
17053,15927,DenseNet,non-pretrained,train,01,0.9518519267439843,0.3138257563114166
17054,15991,DenseNet,non-pretrained,train,01,0.948798380792141,0.315767228603363
17055,16055,DenseNet,non-pretrained,train,01,0.9439085498452187,0.3181025385856628
17056,16119,DenseNet,non-pretrained,train,01,0.9430271983146667,0.3186956644058227
17057,16183,DenseNet,non-pretrained,train,01,0.9480501338839531,0.3162833154201507
17058,16247,DenseNet,non-pretrained,train,01,0.9371180161833764,0.3226154446601867
17059,16310,DenseNet,non-pretrained,train,01,0.9469987377524376,0.3163518011569977
17060,16374,DenseNet,non-pretrained,train,01,0.9468501619994641,0.3168314695358276
17061,16438,DenseNet,non-pretrained,train,01,0.9468101747334003,0.3162544965744018
17062,16502,DenseNet,non-pretrained,train,01,0.9518529810011387,0.3135799765586853
17063,16566,DenseNet,non-pretrained,train,01,0.9480423070490361,0.3168255388736725
17064,16630,DenseNet,non-pretrained,train,01,0.9435371160507203,0.3181121945381164
17065,16694,DenseNet,non-pretrained,train,01,0.9404575377702713,0.3210826814174652
17066,16758,DenseNet,non-pretrained,train,01,0.946203224360943,0.3172408640384674
17067,16822,DenseNet,non-pretrained,train,01,0.9448121897876263,0.3175537586212158
17068,16886,DenseNet,non-pretrained,train,01,0.9442084766924382,0.3183041214942932
17069,16950,DenseNet,non-pretrained,train,01,0.949587918817997,0.3157283365726471
17070,17014,DenseNet,non-pretrained,train,01,0.9438050501048565,0.3182381987571716
17071,17078,DenseNet,non-pretrained,train,01,0.9447200745344162,0.3175392746925354
17072,17142,DenseNet,non-pretrained,train,01,0.9557108953595161,0.3109928965568542
17073,17206,DenseNet,non-pretrained,train,01,0.9519720189273359,0.3138550519943237
17074,17270,DenseNet,non-pretrained,train,01,0.9467010647058487,0.3170090615749359
17075,17334,DenseNet,non-pretrained,train,01,0.9486337155103683,0.3163990974426269
17076,17398,DenseNet,non-pretrained,train,01,0.9374811872839928,0.3219854831695556
17077,17462,DenseNet,non-pretrained,train,01,0.9536097869277,0.312617540359497
17078,17526,DenseNet,non-pretrained,train,01,0.946235291659832,0.3166873455047607
17079,17590,DenseNet,non-pretrained,train,01,0.9513721093535424,0.3141764998435974
17080,17654,DenseNet,non-pretrained,train,01,0.9475806280970573,0.3161914944648742
17081,17718,DenseNet,non-pretrained,train,01,0.9435241594910622,0.3188081085681915
17082,17782,DenseNet,non-pretrained,train,01,0.9494733288884163,0.3151290714740753
17083,17846,DenseNet,non-pretrained,train,01,0.9400876834988595,0.3198557794094085
17084,17910,DenseNet,non-pretrained,train,01,0.9449056833982468,0.3168768882751465
17085,17941,DenseNet,non-pretrained,train,01,0.9389585591852665,0.3211024105548858
17086,17973,DenseNet,non-pretrained,train,01,0.9518990479409695,0.313471257686615
17087,18037,DenseNet,non-pretrained,train,01,0.9418999515473843,0.3200258612632751
17088,18101,DenseNet,non-pretrained,train,01,0.9481015093624592,0.3157411515712738
17089,18165,DenseNet,non-pretrained,train,01,0.942252665758133,0.3200914263725281
17090,18229,DenseNet,non-pretrained,train,01,0.949823021888733,0.3141297698020935
17091,18293,DenseNet,non-pretrained,train,01,0.9478194005787373,0.3155745565891266
17092,18357,DenseNet,non-pretrained,train,01,0.9502588734030724,0.3138659000396728
17093,18421,DenseNet,non-pretrained,train,01,0.9535094387829304,0.312073677778244
17094,18485,DenseNet,non-pretrained,train,01,0.9510930851101876,0.3142075538635254
17095,18549,DenseNet,non-pretrained,train,01,0.9430840127170086,0.3182336986064911
17096,18613,DenseNet,non-pretrained,train,01,0.9471573568880558,0.315405786037445
17097,18677,DenseNet,non-pretrained,train,01,0.945500809699297,0.316672146320343
17098,18741,DenseNet,non-pretrained,train,01,0.9522993378341198,0.3126684725284576
17099,18805,DenseNet,non-pretrained,train,01,0.9496205747127533,0.314546674489975
17100,18869,DenseNet,non-pretrained,train,01,0.9505596347153187,0.3133250474929809
17101,18933,DenseNet,non-pretrained,train,01,0.9521247297525406,0.3126223683357239
17102,18997,DenseNet,non-pretrained,train,01,0.9481494314968586,0.3149134814739227
17103,19061,DenseNet,non-pretrained,train,01,0.9443201497197152,0.3173651397228241
17104,19125,DenseNet,non-pretrained,train,01,0.9423154145479203,0.3187997043132782
17105,19189,DenseNet,non-pretrained,train,01,0.942768469452858,0.3181605041027069
17106,19253,DenseNet,non-pretrained,train,01,0.9451321437954903,0.3172793984413147
17107,19317,DenseNet,non-pretrained,train,01,0.945279721170664,0.3165751993656158
17108,19381,DenseNet,non-pretrained,train,01,0.9460734650492669,0.3170345723628998
17109,19445,DenseNet,non-pretrained,train,01,0.945678111165762,0.3168391287326813
17110,19509,DenseNet,non-pretrained,train,01,0.9456108883023262,0.3165704607963562
17111,19572,DenseNet,non-pretrained,train,01,0.9459146708250046,0.3165203928947449
17112,19636,DenseNet,non-pretrained,train,01,0.9447151720523835,0.3177529573440552
17113,19700,DenseNet,non-pretrained,train,01,0.9452581852674485,0.3170982003211975
17114,19764,DenseNet,non-pretrained,train,01,0.9519023969769478,0.3126661479473114
17115,19828,DenseNet,non-pretrained,train,01,0.9476555958390236,0.3151296079158783
17116,19892,DenseNet,non-pretrained,train,01,0.9370948225259781,0.3210847973823547
17117,19956,DenseNet,non-pretrained,train,01,0.9454211331903934,0.3167459964752197
17118,20020,DenseNet,non-pretrained,train,01,0.9508906416594983,0.3137201368808746
17119,20084,DenseNet,non-pretrained,train,01,0.9404203295707703,0.3198454976081848
17120,20148,DenseNet,non-pretrained,train,01,0.950151413679123,0.314060628414154
17121,20212,DenseNet,non-pretrained,train,01,0.9454043656587601,0.3169166445732116
17122,20276,DenseNet,non-pretrained,train,01,0.9476947449147702,0.3148323595523834
17123,20340,DenseNet,non-pretrained,train,01,0.9480488114058973,0.3156218826770782
17124,20404,DenseNet,non-pretrained,train,01,0.9467083290219307,0.3153366148471832
17125,20468,DenseNet,non-pretrained,train,01,0.9437955729663373,0.3181090056896209
17126,20532,DenseNet,non-pretrained,train,01,0.95305535197258,0.3125256597995758
17127,20596,DenseNet,non-pretrained,train,01,0.9476312212646008,0.3152221143245697
17128,20660,DenseNet,non-pretrained,train,01,0.9516361616551877,0.3119605183601379
17129,20724,DenseNet,non-pretrained,train,01,0.9450694285333157,0.3165420889854431
17130,20788,DenseNet,non-pretrained,train,01,0.9494820721447468,0.3137648403644562
17131,20852,DenseNet,non-pretrained,train,01,0.9521916136145592,0.3124656081199646
17132,20916,DenseNet,non-pretrained,train,01,0.9413078576326371,0.318824827671051
17133,20980,DenseNet,non-pretrained,train,01,0.9333221316337585,0.3235033452510834
