Wall time,Step,Value
1650356863.1348257,64,0.7242294549942017
1650356874.0408611,128,0.7202664017677307
1650356886.3177752,192,0.716993510723114
1650356898.5902982,256,0.6742684841156006
1650356911.4915783,320,0.6541597247123718
1650356924.089937,384,0.606585681438446
1650356935.0493004,448,0.541533887386322
1650356947.6598198,512,0.42993971705436707
1650356959.7803495,576,0.4047224521636963
1650356971.9460487,640,0.31889811158180237
1650356985.8969736,704,0.27234458923339844
1650356999.0844328,768,0.20966990292072296
1650357011.3418908,832,0.20846790075302124
1650357024.7156715,896,0.21221619844436646
1650357040.1553988,960,0.16022992134094238
1650357050.6985781,1024,0.1472146213054657
1650357065.6710343,1088,0.1606711894273758
1650357077.6550138,1152,0.17037688195705414
1650357092.257467,1216,0.13343103229999542
1650357104.389786,1280,0.1517476737499237
1650357115.875783,1344,0.16612032055854797
1650357127.7590976,1408,0.13705691695213318
1650357139.9939651,1472,0.1160498708486557
1650357154.653665,1536,0.11377257853746414
1650357167.7467709,1600,0.10692785680294037
1650357180.8897798,1631,0.11853612214326859
1650357238.4067647,1663,0.10027937591075897
1650357250.0367708,1727,0.11191605031490326
1650357263.0293038,1791,0.09205026924610138
1650357274.481801,1855,0.11042407155036926
1650357288.1445813,1919,0.09299564361572266
1650357299.5754635,1983,0.09709974378347397
1650357312.6616738,2047,0.07665736973285675
1650357326.361342,2111,0.09522245079278946
1650357338.87602,2175,0.08691936731338501
1650357349.9584618,2239,0.07642169296741486
1650357363.4990308,2303,0.0839667096734047
1650357372.336053,2367,0.08595216274261475
1650357384.3480394,2431,0.07907557487487793
1650357397.2296383,2495,0.0851893275976181
1650357409.5173597,2559,0.08065258711576462
1650357420.4497929,2623,0.07423941045999527
1650357433.6665149,2687,0.0777796059846878
1650357443.832323,2751,0.08344859629869461
1650357455.415925,2815,0.08539573848247528
1650357469.3806295,2879,0.07294492423534393
1650357481.9238884,2943,0.08217402547597885
1650357495.4139156,3007,0.07432183623313904
1650357508.5585701,3071,0.07671434432268143
1650357518.8159354,3135,0.07004056125879288
1650357532.7284048,3199,0.07150894403457642
1650357545.796805,3262,0.07499164342880249
1650357603.162792,3326,0.06902411580085754
1650357613.856094,3390,0.07193689048290253
1650357624.5838342,3454,0.06150262802839279
1650357637.8041337,3518,0.0649600625038147
1650357650.0874658,3582,0.06243252009153366
1650357661.393773,3646,0.07429611682891846
1650357672.197188,3710,0.06281682848930359
1650357685.3990533,3774,0.06326732784509659
1650357695.1596377,3838,0.07048443704843521
1650357705.5646489,3902,0.06449270248413086
1650357716.9578633,3966,0.06754502654075623
1650357729.5599144,4030,0.06463561952114105
1650357742.4552495,4094,0.06794320046901703
1650357754.9377255,4158,0.0574580654501915
1650357768.2047994,4222,0.06730577349662781
1650357780.6333678,4286,0.05902070179581642
1650357793.143772,4350,0.06471003592014313
1650357804.887942,4414,0.06650440394878387
1650357818.9975338,4478,0.06495600193738937
1650357830.019875,4542,0.05896889045834541
1650357842.0526948,4606,0.06501013040542603
1650357856.0018635,4670,0.06629131734371185
1650357869.0540826,4734,0.06412190943956375
1650357881.1315978,4798,0.06604913622140884
1650357894.8715954,4862,0.06322059035301208
1650357900.5338783,4893,0.054318517446517944
1650357956.0873876,4925,0.05404864624142647
1650357966.492639,4989,0.06287100911140442
1650357978.141472,5053,0.06375302374362946
1650357991.1567476,5117,0.056010469794273376
1650358003.4568105,5181,0.058894362300634384
1650358013.8691492,5245,0.06429363787174225
1650358024.3849826,5309,0.06066642701625824
1650358037.5178607,5373,0.05643904581665993
1650358047.9164865,5437,0.0579184852540493
1650358058.9044168,5501,0.06158189848065376
1650358067.9560258,5565,0.056167613714933395
1650358080.1237254,5629,0.059866346418857574
1650358092.709982,5693,0.05571592599153519
1650358102.8545732,5757,0.056457340717315674
1650358114.5025895,5821,0.05974826216697693
1650358126.828032,5885,0.06257357448339462
1650358135.7903738,5949,0.06042393296957016
1650358148.5998952,6013,0.05462213233113289
1650358160.525467,6077,0.05767427757382393
1650358172.6231673,6141,0.05868776515126228
1650358185.9488008,6205,0.061682797968387604
1650358196.540808,6269,0.056448955088853836
1650358210.2674732,6333,0.061738889664411545
1650358224.5283594,6397,0.057341068983078
1650358236.474115,6461,0.05413869768381119
1650358248.2191014,6524,0.05719776824116707
1650358305.382946,6588,0.06107861548662186
1650358319.3098202,6652,0.05213998258113861
1650358331.2822309,6716,0.053293876349925995
1650358343.628912,6780,0.05634533613920212
1650358356.3895183,6844,0.05653277784585953
1650358371.1493049,6908,0.05598173290491104
1650358381.6762998,6972,0.06271961331367493
1650358395.453319,7036,0.05969737097620964
1650358405.4917808,7100,0.05710861086845398
1650358417.805679,7164,0.0658997893333435
1650358429.5892577,7228,0.051215752959251404
1650358441.0541058,7292,0.05476803705096245
1650358452.4228826,7356,0.05562852695584297
1650358463.4046457,7420,0.056400395929813385
1650358475.8384254,7484,0.05242476984858513
1650358488.3939815,7548,0.05454353243112564
1650358500.2893145,7612,0.0557628758251667
1650358512.4525774,7676,0.05668743699789047
1650358525.6428525,7740,0.05036749690771103
1650358538.7839935,7804,0.05486955866217613
1650358552.807337,7868,0.059968654066324234
1650358564.6550877,7932,0.05457067862153053
1650358577.966471,7996,0.0546843484044075
1650358590.6904576,8060,0.04878527298569679
1650358604.9699674,8124,0.05603021755814552
1650358611.5408385,8155,0.05658150836825371
1650358665.866127,8187,0.048250313848257065
1650358677.3085017,8251,0.05190466716885567
1650358689.1907713,8315,0.055788833647966385
1650358702.265008,8379,0.05081964284181595
1650358716.15826,8443,0.0541471466422081
1650358726.0105424,8507,0.058028191328048706
1650358736.937218,8571,0.058949701488018036
1650358749.0561204,8635,0.055161431431770325
1650358761.6964846,8699,0.04792766645550728
1650358775.576826,8763,0.0530070997774601
1650358787.5689428,8827,0.0541059672832489
1650358798.3663127,8891,0.049767326563596725
1650358811.2579038,8955,0.05687032639980316
1650358822.823611,9019,0.055023983120918274
1650358834.536539,9083,0.05587269738316536
1650358845.9933295,9147,0.05223073437809944
1650358857.4877684,9211,0.0530431903898716
1650358870.9113858,9275,0.05309027433395386
1650358885.0032666,9339,0.055301517248153687
1650358895.649226,9403,0.04875009506940842
