,ModelName,IsPretrained,Purpose,ImagesCount,"DiceAccuracy(threshold=0.5,smoothing=1) median","DiceAccuracy(threshold=0.5,smoothing=1) mean","DiceAccuracy(threshold=0.5,smoothing=1) std","DiceAccuracy(threshold=0.5,smoothing=1) count",DiceLoss(smoothing=1) median,DiceLoss(smoothing=1) mean,DiceLoss(smoothing=1) std,DiceLoss(smoothing=1) count
0,AttDs,pretrained,train,64,0.2579481899738312,0.20329581201076508,0.113089444801674,20,0.7635168731212616,0.7630853712558746,0.014078117424720581,20
1,AttDs,pretrained,train,128,0.26950934529304504,0.22333763539791107,0.11963818074298287,20,0.7527600526809692,0.7533934354782105,0.013568620516366165,20
2,AttDs,pretrained,train,192,0.2646231949329376,0.25424412786960604,0.13419296228159744,20,0.7573643028736115,0.7571151345968247,0.010984839966910916,20
3,AttDs,pretrained,train,256,0.2946132719516754,0.34283533692359924,0.18669929216978406,20,0.7334250211715698,0.732509183883667,0.016922377897187264,20
4,AttDs,pretrained,train,320,0.3592807650566101,0.43635044023394587,0.237955801368841,20,0.7093434035778046,0.7112465232610703,0.027431609286885955,20
5,AttDs,pretrained,train,384,0.5465131103992462,0.5188501283526421,0.2709504078583115,20,0.7018758654594421,0.6917891263961792,0.0317845581993906,20
6,AttDs,pretrained,train,448,0.68120276927948,0.5711747892200947,0.2858932353501402,20,0.6791563034057617,0.6739707797765732,0.03435048606295924,20
7,AttDs,pretrained,train,512,0.7193483263254166,0.604265171661973,0.29484368939177763,20,0.6617259085178375,0.650341945886612,0.04288771551275051,20
8,AttDs,pretrained,train,576,0.8028810173273087,0.6262925866991281,0.3059341222889355,20,0.651056706905365,0.634048342704773,0.045441948968775916,20
9,AttDs,pretrained,train,640,0.8152321949601173,0.647642906755209,0.3008139339546504,20,0.6327694952487946,0.6109839096665383,0.057544621750130136,20
10,AttDs,pretrained,train,704,0.861005887389183,0.6811699476093054,0.30769460083597544,20,0.5944229364395142,0.582003889977932,0.07060580153426818,20
11,AttDs,pretrained,train,768,0.8741225302219391,0.6992817267775535,0.30392231103482725,20,0.5692376494407654,0.5535100668668747,0.0894907246629223,20
12,AttDs,pretrained,train,832,0.8848862797021866,0.7185130823403597,0.29788267977126887,20,0.5445106327533722,0.529370391368866,0.10751931055035413,20
13,AttDs,pretrained,train,896,0.8906839266419411,0.732614104449749,0.30275351026758307,20,0.5049004554748535,0.5017104595899582,0.12333064145341116,20
14,AttDs,pretrained,train,960,0.8985555209219457,0.7416640836745501,0.3024243967293844,20,0.48998215794563293,0.47372322157025337,0.14260853040666793,20
15,AttDs,pretrained,train,1024,0.9076315276324749,0.7493349947035313,0.30289607198815105,20,0.46556147933006287,0.44579055085778235,0.15555957482811963,20
16,AttDs,pretrained,train,1088,0.9141005724668503,0.7683749929070472,0.29548331718417636,20,0.4619014859199524,0.42155990153551104,0.16793547494507444,20
17,AttDs,pretrained,train,1152,0.9186881706118584,0.776746928691864,0.300836546246612,20,0.4146904200315475,0.3957821510732174,0.17627286893233005,20
18,AttDs,pretrained,train,1216,0.9170788377523422,0.8120870810002089,0.24060055654097195,20,0.3733115643262863,0.37692909725010393,0.18411468910510687,20
19,AttDs,pretrained,train,1280,0.9210093542933464,0.8227083999663591,0.23981371605037533,20,0.3527390956878662,0.35883184261620044,0.18817997500229813,20
20,AttDs,pretrained,train,1344,0.9230098202824593,0.824497826769948,0.24055257429842752,20,0.31971749663352966,0.3408825129270553,0.18882094281922054,20
21,AttDs,pretrained,train,1408,0.9228658117353917,0.8254346258938312,0.2426861750927553,20,0.2875155210494995,0.3220322020351887,0.19465422571491717,20
22,AttDs,pretrained,train,1472,0.9263669773936272,0.8282631173729896,0.24470017128653795,20,0.24408491700887675,0.3037291500717401,0.20515162494794353,20
23,AttDs,pretrained,train,1536,0.9277847111225128,0.8286180246621371,0.24245881621310802,20,0.20156652480363846,0.2882166378200054,0.20430215945098415,20
24,AttDs,pretrained,train,1600,0.9280965365469456,0.8292968625202775,0.24397402378414274,20,0.16864888370037073,0.27663412243127816,0.21115727192316666,20
25,AttDs,pretrained,train,1631,0.9268730618059635,0.8289423359557986,0.2426419608605866,20,0.1470035463571548,0.27515681274235243,0.21797757376800642,20
26,AttDs,pretrained,train,1663,0.9287414439022541,0.8304505471140147,0.24119297539936008,20,0.13534802198410034,0.2676198586821556,0.21253777711704588,20
27,AttDs,pretrained,train,1727,0.927787322551012,0.8324460625648499,0.2422909694678535,20,0.11977004632353774,0.2650736194103956,0.21950954500754813,20
28,AttDs,pretrained,train,1791,0.9317998327314854,0.8299521166831255,0.2473359075597678,20,0.10666177049279205,0.2627820163965225,0.2221529745680751,20
29,AttDs,pretrained,train,1855,0.9350343383848667,0.8342812729999423,0.243488207455452,20,0.09814247116446495,0.25553974322974676,0.22016800066038386,20
30,AttDs,pretrained,train,1919,0.9339216314256191,0.8364461747929454,0.24065119377683605,20,0.09323148801922795,0.2529210813343525,0.21944846633061235,20
31,AttDs,pretrained,train,1983,0.9363619722425938,0.8353961380198598,0.24786491069311947,20,0.090095330029726,0.25279246233403685,0.22413222223056095,20
32,AttDs,pretrained,train,2047,0.9381022229790688,0.8590853162109852,0.21158206987629077,20,0.08324572071433059,0.24791302606463428,0.22472016012053386,20
33,AttDs,pretrained,train,2111,0.9391080457717181,0.8710650987923145,0.2072857571736792,20,0.07965495064854615,0.24854430370032782,0.22724485512603015,20
34,AttDs,pretrained,train,2175,0.9381055794656277,0.871254969201982,0.20660036742732618,20,0.07867043092846865,0.24719753116369242,0.2226029644402977,20
35,AttDs,pretrained,train,2239,0.9402029775083065,0.8726214032620192,0.2079609700328002,20,0.0755164586007595,0.24428804386407132,0.22422335790508371,20
36,AttDs,pretrained,train,2303,0.9410244729369879,0.8765357308089733,0.19895433974415838,20,0.0769281275570392,0.2460337437689304,0.2281143781938827,20
37,AttDs,pretrained,train,2367,0.9425395522266626,0.9057058930397034,0.15059063294146988,20,0.0709747448563575,0.24291723500937218,0.2271755960031103,20
38,AttDs,pretrained,train,2431,0.9445417951792479,0.908441616781056,0.15397136657245783,20,0.0692746266722679,0.23958398886024948,0.22607795153074245,20
39,AttDs,pretrained,train,2495,0.9449765458703041,0.908030110411346,0.15042273100887568,20,0.0750876143574714,0.24072025213390585,0.22575891273790125,20
40,AttDs,pretrained,train,2559,0.9453186392784119,0.9090725317597389,0.15066144057031236,20,0.0658861584961414,0.23901157714426513,0.22577448149464485,20
41,AttDs,pretrained,train,2623,0.9457379262894392,0.9105577018111944,0.15169760425785747,20,0.07018224149942395,0.23756731785833832,0.2257933342234498,20
42,AttDs,pretrained,train,2687,0.9451162703335285,0.909553655423224,0.15406340504551835,20,0.0649393238127231,0.23822640050202604,0.22575941856621315,20
43,AttDs,pretrained,train,2751,0.9453846439719201,0.9110862875357271,0.15141346616728332,20,0.0684326328337192,0.23796211611479517,0.22579121274890734,20
44,AttDs,pretrained,train,2815,0.9486128278076649,0.9118223901838064,0.15246021424969528,20,0.0673509910702705,0.23696819506585592,0.22794917165435669,20
45,AttDs,pretrained,train,2879,0.9460792932659388,0.9109207177534699,0.15257660825098532,20,0.06562520563602445,0.2365263974294066,0.2257580209833001,20
46,AttDs,pretrained,train,2943,0.9456219766288996,0.9114899922162294,0.15191761525600458,20,0.06448625028133384,0.2341602556407451,0.22395764077715374,20
47,AttDs,pretrained,train,3007,0.9461066070944072,0.9120296899229288,0.15589266113570796,20,0.0647783391177654,0.2357265941798687,0.22770688026098976,20
48,AttDs,pretrained,train,3071,0.9475387223064899,0.9124718150123954,0.15723088363191146,20,0.06449770927429195,0.23341094646602864,0.2238920779471905,20
49,AttDs,pretrained,train,3135,0.9487656187266111,0.91427615955472,0.15388002105829368,20,0.0602621268481016,0.22991827968508,0.22129665843503252,20
50,AttDs,pretrained,train,3199,0.9488167315721512,0.9142082579433918,0.15035826897886453,20,0.059822827577590845,0.23115907236933703,0.22371994923457714,20
51,AttDs,pretrained,train,3262,0.9478688035160303,0.9135039651766419,0.15146376457461572,20,0.06065929122269145,0.23400584738701577,0.22642109006988298,20
52,AttDs,pretrained,train,3326,0.9506489355117083,0.9156051896512508,0.1520126077203108,20,0.05965823307633395,0.2322896527126431,0.227121629883674,20
53,AttDs,pretrained,train,3390,0.9529061913490295,0.9165963213890791,0.15502255944158638,20,0.058388259261846445,0.23007138017565007,0.226197919756063,20
54,AttDs,pretrained,train,3454,0.9518896043300629,0.9167187709361315,0.1547144531049575,20,0.05856961198151105,0.23130648098886009,0.22782425563051054,20
55,AttDs,pretrained,train,3518,0.9521300811320543,0.9179150165989995,0.15337368332047469,20,0.05790797434747215,0.22694481983780856,0.2218348577622797,20
56,AttDs,pretrained,train,3582,0.9527314510196447,0.915958359092474,0.15248129992768703,20,0.0561122111976146,0.23174347225576636,0.2294650148876938,20
57,AttDs,pretrained,train,3646,0.9528119005262852,0.9189664425328374,0.15243341677001587,20,0.05583291500806805,0.22875206954777236,0.225540721045278,20
58,AttDs,pretrained,train,3710,0.9518129210919143,0.9172770500183105,0.1527134519806424,20,0.055616326630115454,0.23009387403726572,0.2274894340624577,20
