,Epoch,ModelName,IsPretrained,Purpose,TrialNumber,"DiceAccuracy(threshold=0.5,smoothing=1)",DiceLoss(smoothing=1)
21453,29,DenseNet,non-pretrained,train,06,0.044401865452528,0.2108500301837921
21479,30,DenseNet,non-pretrained,train,06,0.0487150736153125,0.2142711877822876
21505,1,DenseNet,non-pretrained,train,07,0.1364041864871978,0.1568396240472793
21531,2,DenseNet,non-pretrained,train,07,0.077921874821186,0.0845476761460304
21557,3,DenseNet,non-pretrained,train,07,0.0591832473874092,0.0651652812957763
21583,4,DenseNet,non-pretrained,train,07,0.0559344217181205,0.0611118897795677
21609,5,DenseNet,non-pretrained,train,07,0.0630617216229438,0.0674220323562622
21635,6,DenseNet,non-pretrained,train,07,0.0535173676908016,0.058069746941328
21661,7,DenseNet,non-pretrained,train,07,0.0630806982517242,0.067333348095417
21687,8,DenseNet,non-pretrained,train,07,0.0499030984938144,0.0542738698422908
21713,9,DenseNet,non-pretrained,train,07,0.0589735582470893,0.063212901353836
21739,10,DenseNet,non-pretrained,train,07,0.0518921576440334,0.0560338795185089
21765,11,DenseNet,non-pretrained,train,07,0.0516012087464332,0.055318146944046
21791,12,DenseNet,non-pretrained,train,07,0.0522097535431385,0.0563123673200607
21817,13,DenseNet,non-pretrained,train,07,0.0547455810010433,0.0589687898755073
21843,14,DenseNet,non-pretrained,train,07,0.0493335127830505,0.0532618947327137
21869,15,DenseNet,non-pretrained,train,07,0.0517482347786426,0.055656187236309
21895,16,DenseNet,non-pretrained,train,07,0.0456903278827667,0.0497074984014034
21921,17,DenseNet,non-pretrained,train,07,0.0484506711363792,0.052268598228693
21947,18,DenseNet,non-pretrained,train,07,0.0488407276570797,0.0529453307390213
21973,19,DenseNet,non-pretrained,train,07,0.0472957901656627,0.0511842221021652
21999,20,DenseNet,non-pretrained,train,07,0.047180064022541,0.0509684309363365
22025,21,DenseNet,non-pretrained,train,07,0.0529656708240509,0.0563903674483299
22051,22,DenseNet,non-pretrained,train,07,0.0520244017243385,0.0554682724177837
22077,23,DenseNet,non-pretrained,train,07,0.0452110357582569,0.0491307489573955
22103,24,DenseNet,non-pretrained,train,07,0.0482462681829929,0.0520355589687824
22129,25,DenseNet,non-pretrained,train,07,0.0476383604109287,0.0511158592998981
22155,26,DenseNet,non-pretrained,train,07,0.048009056597948,0.0518207997083663
22181,27,DenseNet,non-pretrained,train,07,0.0522313974797725,0.0554999485611915
22207,28,DenseNet,non-pretrained,train,07,0.0454156063497066,0.0491042472422122
22233,29,DenseNet,non-pretrained,train,07,0.0430093593895435,0.0463985837996006
22259,30,DenseNet,non-pretrained,train,07,0.052371546626091,0.0558990165591239
22285,1,DenseNet,non-pretrained,train,08,0.1419246047735214,0.1676688641309738
22311,2,DenseNet,non-pretrained,train,08,0.0837731212377548,0.0914239436388015
22337,3,DenseNet,non-pretrained,train,08,0.0546558387577533,0.0599664375185966
22363,4,DenseNet,non-pretrained,train,08,0.0563413463532924,0.0609505213797092
22389,5,DenseNet,non-pretrained,train,08,0.0512222498655319,0.0562066175043582
22415,6,DenseNet,non-pretrained,train,08,0.0521263368427753,0.0563424006104469
22441,7,DenseNet,non-pretrained,train,08,0.0512524023652076,0.0556338429450988
22467,8,DenseNet,non-pretrained,train,08,0.0479364059865474,0.0520427152514457
22493,9,DenseNet,non-pretrained,train,08,0.0522238388657569,0.0563322231173515
22519,10,DenseNet,non-pretrained,train,08,0.0550935789942741,0.0589199177920818
22545,11,DenseNet,non-pretrained,train,08,0.050785344094038,0.0546434670686721
22571,12,DenseNet,non-pretrained,train,08,0.0470085255801677,0.0509273596107959
22597,13,DenseNet,non-pretrained,train,08,0.04866573959589,0.052515298128128
22623,14,DenseNet,non-pretrained,train,08,0.0458518676459789,0.0493874438107013
22649,15,DenseNet,non-pretrained,train,08,0.0424717813730239,0.0460252836346626
22675,16,DenseNet,non-pretrained,train,08,0.0446760952472686,0.0480656698346138
22701,17,DenseNet,non-pretrained,train,08,0.0441466718912124,0.0475607961416244
22727,18,DenseNet,non-pretrained,train,08,0.0433718524873256,0.0466094762086868
22753,19,DenseNet,non-pretrained,train,08,0.0480222888290882,0.0514946170151233
22779,20,DenseNet,non-pretrained,train,08,0.0478989966213703,0.0513551905751228
22805,21,DenseNet,non-pretrained,train,08,0.0399848036468029,0.0437115728855133
22831,22,DenseNet,non-pretrained,train,08,0.0450293906033039,0.0486125200986862
22857,23,DenseNet,non-pretrained,train,08,0.0425344221293926,0.0458850003778934
22883,24,DenseNet,non-pretrained,train,08,0.0447638742625713,0.0481606498360633
22909,25,DenseNet,non-pretrained,train,08,0.0477472245693206,0.0508905574679374
22935,26,DenseNet,non-pretrained,train,08,0.0464154221117496,0.0498840436339378
22961,27,DenseNet,non-pretrained,train,08,0.039687406271696,0.0433586873114109
22987,28,DenseNet,non-pretrained,train,08,0.048632375895977,0.0518897287547588
23013,29,DenseNet,non-pretrained,train,08,0.0468812473118305,0.0501137189567089
23039,30,DenseNet,non-pretrained,train,08,0.0477613359689712,0.0509216003119945
23065,1,DenseNet,non-pretrained,train,09,0.0996760502457618,0.5367705225944519
23091,2,DenseNet,non-pretrained,train,09,0.0671759396791458,0.5185625553131104
23117,3,DenseNet,non-pretrained,train,09,0.0626434683799743,0.5063092708587646
23143,4,DenseNet,non-pretrained,train,09,0.0752970874309539,0.529211163520813
23169,5,DenseNet,non-pretrained,train,09,0.054819006472826,0.5174753665924072
23195,6,DenseNet,non-pretrained,train,09,0.0557648353278636,0.5027976036071777
23221,7,DenseNet,non-pretrained,train,09,0.0563419423997402,0.4861767888069153
23247,8,DenseNet,non-pretrained,train,09,0.0602704919874668,0.4952713251113891
23273,9,DenseNet,non-pretrained,train,09,0.0493481457233428,0.4935557544231415
23299,10,DenseNet,non-pretrained,train,09,0.049699168652296,0.5080406665802002
23325,11,DenseNet,non-pretrained,train,09,0.0508363954722881,0.4963263869285583
23351,12,DenseNet,non-pretrained,train,09,0.0474137775599956,0.4703375697135925
23377,13,DenseNet,non-pretrained,train,09,0.0436203852295875,0.4853432178497314
23403,14,DenseNet,non-pretrained,train,09,0.0452416911721229,0.4822816550731659
23429,15,DenseNet,non-pretrained,train,09,0.0464332401752471,0.4876291155815124
23455,16,DenseNet,non-pretrained,train,09,0.0474984720349311,0.4819540083408355
23481,17,DenseNet,non-pretrained,train,09,0.0511735193431377,0.5124290585517883
23507,18,DenseNet,non-pretrained,train,09,0.0451296418905258,0.4745095670223236
23533,19,DenseNet,non-pretrained,train,09,0.0620885230600833,0.5093546509742737
23559,20,DenseNet,non-pretrained,train,09,0.049790047109127,0.4977351725101471
23585,21,DenseNet,non-pretrained,train,09,0.0474440269172191,0.4982466399669647
23611,22,DenseNet,non-pretrained,train,09,0.0511558465659618,0.505725085735321
23637,23,DenseNet,non-pretrained,train,09,0.0502993911504745,0.5070033669471741
23663,24,DenseNet,non-pretrained,train,09,0.0406253933906555,0.4772552251815796
23689,25,DenseNet,non-pretrained,train,09,0.0489185638725757,0.4674078524112701
23715,26,DenseNet,non-pretrained,train,09,0.0486424528062343,0.4923008978366852
23741,27,DenseNet,non-pretrained,train,09,0.0427646338939666,0.4575894176959991
23767,28,DenseNet,non-pretrained,train,09,0.043133296072483,0.4806367456912994
23793,29,DenseNet,non-pretrained,train,09,0.0438377484679222,0.4799695611000061
23819,30,DenseNet,non-pretrained,train,09,0.0503132864832878,0.5069423913955688
23845,1,DenseNet,non-pretrained,train,10,0.1306026875972747,0.1442856937646865
23871,2,DenseNet,non-pretrained,train,10,0.0744040012359619,0.0810587406158447
23897,3,DenseNet,non-pretrained,train,10,0.0666721165180206,0.0725171938538551
23923,4,DenseNet,non-pretrained,train,10,0.0591301880776882,0.0638075768947601
23949,5,DenseNet,non-pretrained,train,10,0.0511340983211994,0.0557958222925663
23975,6,DenseNet,non-pretrained,train,10,0.0541711375117301,0.0585689544677734
24001,7,DenseNet,non-pretrained,train,10,0.0558245815336704,0.0598785057663917
24027,8,DenseNet,non-pretrained,train,10,0.0507775284349918,0.0546329282224178
24053,9,DenseNet,non-pretrained,train,10,0.0559814982116222,0.0598720051348209
24079,10,DenseNet,non-pretrained,train,10,0.0473978295922279,0.0514187701046466
24105,11,DenseNet,non-pretrained,train,10,0.0480302423238754,0.0519129112362861
24131,12,DenseNet,non-pretrained,train,10,0.0410107225179672,0.0449918843805789
24157,13,DenseNet,non-pretrained,train,10,0.0419511459767818,0.0457242392003536
24183,14,DenseNet,non-pretrained,train,10,0.0458269193768501,0.0495059303939342
24209,15,DenseNet,non-pretrained,train,10,0.0496632866561412,0.0534035116434097
24235,16,DenseNet,non-pretrained,train,10,0.0513439252972602,0.0548456273972988
24261,17,DenseNet,non-pretrained,train,10,0.0450908280909061,0.0488546192646026
24287,18,DenseNet,non-pretrained,train,10,0.0470996312797069,0.0504640862345695
24313,19,DenseNet,non-pretrained,train,10,0.0477777682244777,0.0512060187757015
24339,20,DenseNet,non-pretrained,train,10,0.051922008395195,0.0551438070833683
24365,21,DenseNet,non-pretrained,train,10,0.0424482077360153,0.0458800494670867
24391,22,DenseNet,non-pretrained,train,10,0.0551491118967533,0.0585320740938186
24417,23,DenseNet,non-pretrained,train,10,0.0492396727204322,0.0523559115827083
24443,24,DenseNet,non-pretrained,train,10,0.04771239310503,0.0512143298983573
24469,25,DenseNet,non-pretrained,train,10,0.0460788421332836,0.0496209301054477
24495,26,DenseNet,non-pretrained,train,10,0.044312085956335,0.0477929413318634
24521,27,DenseNet,non-pretrained,train,10,0.0463181659579277,0.0497097894549369
24547,28,DenseNet,non-pretrained,train,10,0.0462861433625221,0.0498653687536716
24573,29,DenseNet,non-pretrained,train,10,0.0480089969933033,0.0512670390307903
24599,30,DenseNet,non-pretrained,train,10,0.042516641318798,0.045858196914196
24600,1,DenseNet,non-pretrained,validation,01,0.9999728798866272,0.4359284341335296
24601,2,DenseNet,non-pretrained,validation,01,0.0825996473431587,0.3621727228164673
24602,3,DenseNet,non-pretrained,validation,01,0.0639996007084846,0.3383077681064605
24603,4,DenseNet,non-pretrained,validation,01,0.0585701465606689,0.3300887644290924
24604,5,DenseNet,non-pretrained,validation,01,0.0633548870682716,0.3308531939983368
24605,6,DenseNet,non-pretrained,validation,01,0.060019813477993,0.325801819562912
24606,7,DenseNet,non-pretrained,validation,01,0.0561095140874385,0.3221122622489929
24607,8,DenseNet,non-pretrained,validation,01,0.0561013296246528,0.3204694986343384
24608,9,DenseNet,non-pretrained,validation,01,0.0558321513235569,0.3196126520633697
24609,10,DenseNet,non-pretrained,validation,01,0.0560070723295211,0.3196743428707123
24610,11,DenseNet,non-pretrained,validation,01,0.0530737787485122,0.3167924880981445
24611,12,DenseNet,non-pretrained,validation,01,0.0543693266808986,0.3169752657413482
24612,13,DenseNet,non-pretrained,validation,01,0.0508442036807537,0.3150154948234558
24613,14,DenseNet,non-pretrained,validation,01,0.0533655025064945,0.3155421614646911
24614,15,DenseNet,non-pretrained,validation,01,0.0535717457532882,0.3154266774654388
24615,16,DenseNet,non-pretrained,validation,01,0.0516148991882801,0.314050018787384
24616,17,DenseNet,non-pretrained,validation,01,0.0556658431887626,0.3161953389644623
24617,18,DenseNet,non-pretrained,validation,01,0.0522482804954052,0.3141551911830902
24618,19,DenseNet,non-pretrained,validation,01,0.0527656562626361,0.3140315115451813
24619,20,DenseNet,non-pretrained,validation,01,0.05259246006608,0.313957005739212
24620,21,DenseNet,non-pretrained,validation,01,0.0516338013112545,0.3135020434856415
24621,22,DenseNet,non-pretrained,validation,01,0.0520447343587875,0.3134371042251587
24622,23,DenseNet,non-pretrained,validation,01,0.0537427254021167,0.3141071200370788
24623,24,DenseNet,non-pretrained,validation,01,0.0521079041063785,0.3129095435142517
24624,25,DenseNet,non-pretrained,validation,01,0.0526420511305332,0.3133969306945801
24625,26,DenseNet,non-pretrained,validation,01,0.0516769886016845,0.3128498792648315
24626,27,DenseNet,non-pretrained,validation,01,0.0526849329471588,0.3133273422718048
24627,28,DenseNet,non-pretrained,validation,01,0.0516315475106239,0.3120985329151153
24628,29,DenseNet,non-pretrained,validation,01,0.0516400747001171,0.3127331435680389
24629,30,DenseNet,non-pretrained,validation,01,0.0535593442618846,0.3130173683166504
24630,1,DenseNet,non-pretrained,validation,02,0.2060359269380569,0.3934807777404785
24631,2,DenseNet,non-pretrained,validation,02,0.0684138759970665,0.0786461681127548
24632,3,DenseNet,non-pretrained,validation,02,0.0563020035624504,0.0631044507026672
24633,4,DenseNet,non-pretrained,validation,02,0.0559732429683208,0.0616633296012878
24634,5,DenseNet,non-pretrained,validation,02,0.0542283616960048,0.0593373067677021
24635,6,DenseNet,non-pretrained,validation,02,0.0551491528749465,0.0600287280976772
24636,7,DenseNet,non-pretrained,validation,02,0.0522600337862968,0.0569351203739643
24637,8,DenseNet,non-pretrained,validation,02,0.0494158826768398,0.0539445132017135
24638,9,DenseNet,non-pretrained,validation,02,0.0489264763891696,0.0532006621360778
24639,10,DenseNet,non-pretrained,validation,02,0.0486718192696571,0.052981074899435
24640,11,DenseNet,non-pretrained,validation,02,0.0508597493171691,0.0550894364714622
24641,12,DenseNet,non-pretrained,validation,02,0.0498859100043773,0.054099190980196
24642,13,DenseNet,non-pretrained,validation,02,0.0499249435961246,0.0540939792990684
24643,14,DenseNet,non-pretrained,validation,02,0.0486320927739143,0.052615325897932
24644,15,DenseNet,non-pretrained,validation,02,0.0483709834516048,0.0523692853748798
24645,16,DenseNet,non-pretrained,validation,02,0.0530692860484123,0.0568362399935722
24646,17,DenseNet,non-pretrained,validation,02,0.0473881512880325,0.0513677522540092
