Wall time,Step,Value
1650678946.4833188,64,0.9956696629524231
1650678957.4363441,128,0.9878690242767334
1650678971.1822963,192,0.9831269383430481
1650678983.9247935,256,0.9834059476852417
1650678996.9142907,320,0.830914318561554
1650679009.6684065,384,0.42630043625831604
1650679021.465579,448,0.2545701861381531
1650679033.2244656,512,0.1278306096792221
1650679044.552775,576,0.12166716158390045
1650679057.8324997,640,0.10426823794841766
1650679071.1920807,704,0.0911012664437294
1650679083.4227774,768,0.0936926007270813
1650679095.8926806,832,0.10019472241401672
1650679107.6333168,896,0.08773957192897797
1650679120.4563658,960,0.11780327558517456
1650679133.296925,1024,0.11803506314754486
1650679144.5844655,1088,0.1152227520942688
1650679157.9096642,1152,0.10158903896808624
1650679170.1201665,1216,0.10901114344596863
1650679182.3726768,1280,0.1285477727651596
1650679194.3420634,1344,0.09313297271728516
1650679206.9504998,1408,0.09247031062841415
1650679222.989802,1472,0.10085228830575943
1650679237.8229246,1536,0.09324567019939423
1650679252.3848474,1600,0.11470873653888702
1650679264.5091062,1631,0.11311820894479752
1650679320.1527257,1663,0.10346319526433945
1650679331.3048441,1727,0.13712456822395325
1650679342.5710602,1791,0.103101946413517
1650679357.5021656,1855,0.10122011601924896
1650679367.262975,1919,0.09095871448516846
1650679379.1757374,1983,0.09353245049715042
1650679391.2937968,2047,0.08946040272712708
1650679402.6964674,2111,0.08319369703531265
1650679413.876258,2175,0.08199946582317352
1650679426.9523914,2239,0.07037343829870224
1650679439.0909584,2303,0.07738712430000305
1650679451.0711873,2367,0.078566774725914
1650679463.0649347,2431,0.07617983222007751
1650679474.741587,2495,0.07015848159790039
1650679488.0283859,2559,0.06657559424638748
1650679500.1902156,2623,0.06779325753450394
1650679512.3528717,2687,0.06900189816951752
1650679522.7515166,2751,0.0660681277513504
1650679533.7066126,2815,0.07002658396959305
1650679546.8809247,2879,0.06995975971221924
1650679559.0024369,2943,0.06511297076940536
1650679568.4242203,3007,0.06212114170193672
1650679580.6490881,3071,0.05703435838222504
1650679590.8087554,3135,0.06450850516557693
1650679601.9979765,3199,0.07222743332386017
1650679614.5676427,3262,0.06949009001255035
1650679673.739284,3326,0.06191466748714447
1650679688.31083,3390,0.06270735710859299
1650679699.952775,3454,0.05865052342414856
1650679712.399324,3518,0.05265286937355995
1650679724.8572192,3582,0.07275402545928955
1650679738.5532265,3646,0.057824570685625076
1650679752.1031451,3710,0.05453405901789665
1650679763.3137443,3774,0.058451782912015915
1650679778.1789193,3838,0.05644799768924713
1650679791.6522794,3902,0.05809281766414642
1650679804.0349693,3966,0.06213683634996414
1650679814.6927013,4030,0.0559147372841835
1650679827.3913734,4094,0.05182114988565445
1650679840.4558268,4158,0.06614016741514206
1650679855.0498183,4222,0.06797222048044205
1650679866.1586814,4286,0.05551900714635849
1650679877.820733,4350,0.06618119776248932
1650679887.913213,4414,0.05976582691073418
1650679899.2939758,4478,0.055043358355760574
1650679914.1594145,4542,0.06432521343231201
1650679925.5186863,4606,0.05814211070537567
1650679934.9048905,4670,0.062237273901700974
1650679945.934223,4734,0.05576007068157196
1650679957.0171902,4798,0.05823766440153122
1650679970.0412288,4862,0.0530434250831604
1650679975.179455,4893,0.0533575639128685
1650680030.5673456,4925,0.05311572551727295
1650680042.7798746,4989,0.05199025943875313
1650680054.375936,5053,0.05814337357878685
1650680067.3696256,5117,0.0524456724524498
1650680080.6715052,5181,0.05704376846551895
1650680093.1735637,5245,0.05417511612176895
1650680105.6749213,5309,0.05723126232624054
1650680118.7025976,5373,0.05445697158575058
1650680131.0603642,5437,0.05235391482710838
1650680144.9993315,5501,0.0509045273065567
1650680157.1444614,5565,0.055535923689603806
1650680170.21374,5629,0.0602090023458004
1650680183.520633,5693,0.05249861627817154
1650680193.8372748,5757,0.05869303643703461
1650680207.5283153,5821,0.05317922681570053
1650680220.426742,5885,0.05495264753699303
1650680230.9255219,5949,0.05221380293369293
1650680243.0458071,6013,0.06149512529373169
1650680255.6709602,6077,0.05551162362098694
1650680266.1890655,6141,0.048651281744241714
1650680279.3362873,6205,0.0616164430975914
1650680291.7538269,6269,0.053438376635313034
1650680304.2752736,6333,0.05375451594591141
1650680316.0375915,6397,0.04608648642897606
1650680330.3338463,6461,0.05827660486102104
1650680342.8597255,6524,0.050650738179683685
1650680403.5314875,6588,0.055933501571416855
1650680417.6935012,6652,0.056044332683086395
1650680430.7188823,6716,0.04978930950164795
1650680441.9030354,6780,0.05480508133769035
1650680456.4479392,6844,0.04921574890613556
1650680468.0537755,6908,0.05265636742115021
1650680479.953178,6972,0.05690543353557587
1650680492.8845038,7036,0.05050189420580864
1650680505.724568,7100,0.052505411207675934
1650680518.9471703,7164,0.052370890974998474
1650680531.5337398,7228,0.055071551352739334
1650680542.9980884,7292,0.055185716599226
1650680555.0546763,7356,0.05437812954187393
1650680567.9203436,7420,0.05362839251756668
1650680578.372277,7484,0.05238211154937744
